valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.42,1986,0.000624,['Bruce Springsteen'],0.238,371533,0.82,0,2DGhuqg4PkU4N1ubtJhQQb,3.37E-05,4,0.694,-11.509,1,"Born In The U.S.A. - Live at LA Coliseum, Los Angeles, CA - September 1985",40,10/11/1986,0.0636,121.455
0.754,1986,0.152,['John Farnham'],0.745,227360,0.86,0,6OKxpfca25E4UC23VR7E73,0.00411,6,0.636,-11.075,1,Pressure Down,56,1986,0.0439,111.804
0.926,1986,0.115,['Pet Shop Boys'],0.653,307440,0.94,0,7oXUHTc9FGt9OsJQHdY0Mw,0.00567,0,0.504,-4.981,1,Suburbia - 2001 Remaster,42,24/3/1986,0.0492,123.947
0.511,1986,0.0162,['Spectre General'],0.415,218027,0.879,0,1FZ3shpfYLi8iriNH9xPMM,1.19E-05,2,0.455,-8.634,1,Nothin's Gonna Stand In Our Way,28,1986,0.064,145.027
0.376,1986,0.0177,['Journey'],0.431,301667,0.979,0,0qXxiX0NabaAyc31F3ZYca,4.36E-06,2,0.985,-3.624,1,I'll Be Alright Without You - Live Video Mix,31,1986,0.111,105.514
0.21,1986,0.0019,['Tesla'],0.333,229133,0.854,0,2mrFfWwSyEN8cFZ6xIWgag,0,4,0.442,-10.199,1,2 Late 4 Love,29,1/1/1986,0.0526,101.842
0.224,1986,0.00426,['Journey'],0.304,257920,0.992,0,3OfNDuJMLKtNFNjSPmzlRZ,0,9,0.493,-1.196,0,Girl Can't Help It - Live Video Mix,30,1986,0.136,130.093
0.368,1986,0.0765,['Bruce Springsteen'],0.471,258573,0.911,0,4PexmWxmftd3ggYweZ56XB,0.00292,5,0.986,-11.277,1,"Tenth Avenue Freeze-Out - Live at Meadowlands Arena, E. Rutherford, NJ - August 1984",34,10/11/1986,0.0886,119.13
0.851,1986,0.0109,['Vicious Pink'],0.62,212493,0.946,0,5OI5bWEGiiZy8fN4JBNoxa,0.00515,0,0.477,-5.082,1,Cccan't You See,35,1/1/1986,0.0537,123.89
0.67,1986,0.00208,['Eddie Money'],0.559,235640,0.719,0,5SiBwhJY4PDLekb0HDlygl,0,9,0.539,-10.685,1,We Should Be Sleeping,28,15/10/1986,0.0548,117.044
0.0389,1986,0.93,['Robin Williams'],0.509,118427,0.973,0,7fcfFtyBmxcR4nLUGN8nxU,0,6,0.841,-9.552,0,Opening - Live,28,11/4/1986,0.914,77.81
0.901,1986,0.593,['Jerry Lewis'],0.565,112533,0.669,0,3ofKS0iKXdtl2Lf5i9JQ19,0,0,0.508,-11.417,1,Great Balls of Fire,27,4/11/1986,0.0759,80.955
0.501,1986,0.156,['Bruce Springsteen'],0.212,447933,0.635,0,3QuNEhbj4KvC9xfFkNJYI1,0.000647,7,0.941,-13.642,1,"Backstreets - Live at the Roxy Theatre, W. Hollywood, CA - July 1978",34,10/11/1986,0.0421,174.152
0.459,1986,0.00903,['Bruce Springsteen'],0.407,332773,0.923,0,2aQ7xE574vKgMnvIhXncRy,4.79E-05,7,0.96,-11.548,1,"The Promised Land - Live at LA Coliseum, Los Angeles, CA - September 1985",35,10/11/1986,0.0741,119.932
0.906,1986,0.00427,['The Moody Blues'],0.525,289467,0.868,0,24ttxzDgbZoMHHSyhhSTOP,0.0338,4,0.903,-14.267,0,Rock 'N' Roll Over You,32,1/1/1986,0.029,135.839
0.5,1986,0.347,['Bruce Springsteen'],0.328,382333,0.736,0,6JWBNwpKHWQF4J8PM9cvM6,1.07E-05,4,0.988,-12.784,0,"Spirit in the Night - Live at the Roxy Theatre, W. Hollywood, CA - July 1978",34,10/11/1986,0.0736,116.826
0.204,1986,0.909,['Robin Williams'],0.6,327867,0.831,0,79yhGVwztU9FEqepuwrib7,0,6,0.833,-12.03,1,Alcohol - Live,27,11/4/1986,0.954,103.99
0.417,1986,0.11,['Vinnie Vincent Invasion'],0.412,292307,0.942,0,3fHnIvr0Huu7lO1XxbpUur,0.0127,8,0.411,-5.677,1,Boyz Are Gonna Rock - Remastered,32,1986,0.0682,123.595
0.584,1986,0.173,['The Cleaners From Venus'],0.577,262640,0.758,0,7p7W0YoL3zqHe7Mlx5MksY,1.00E-05,1,0.68,-9.053,0,The Mercury Girl,31,1986,0.0566,112.793
0.596,1986,0.0211,['Whodini'],0.868,304333,0.648,0,3VwTTj2VUXP3MCGBdJxHcp,0,2,0.443,-13.988,1,Funky Beat,27,3/2/1986,0.0698,95.607
0.248,1987,0.526,['Prince'],0.443,285693,0.636,0,60vEugO8qAECUVj1KpiQaP,0.000757,4,0.641,-6.724,1,The Cross,42,30/3/1987,0.059,99.424
0.458,1987,0.000549,['Martin Dupont'],0.443,263822,0.912,0,1tbL1iLdlz8fLqopGAL6zZ,1.62E-05,10,0.775,-6.104,1,Inside Out,41,26/4/1987,0.05,157.918
0.887,1987,0.00287,['Stevie Ray Vaughan'],0.484,283467,0.797,0,2LJeMUu1NY1h7tIN7VkfoK,0.377,1,0.932,-11.864,1,Superstition - Live,35,3/2/1987,0.0362,103.214
0.0728,1987,0.043,['MÃ¶tley CrÃ¼e'],0.289,283973,0.983,0,1umlXPszHdad2p9RG3X6UR,0.00202,10,0.744,-5.88,1,Jailhouse Rock - Live,37,1987,0.213,119.131
0.637,1987,0.108,['Sisters of Mercy'],0.526,570694,0.862,0,2ZiAhZOpTjNgh3JpTGYAyh,0.000793,0,0.697,-10.078,1,This Corrosion - New Version for Digital,41,1987,0.0636,150.545
0.142,1987,0.0465,['Ozzy Osbourne'],0.276,337600,0.979,0,2uJSI6Rnu1lYQ8UXXWtGcI,0.012,2,0.971,-4.945,0,Mr. Crowley - Live 1981,37,19/3/1987,0.125,103.241
0.702,1987,0.0955,['George Michael'],0.683,306120,0.879,0,2cW6n6IWegwwLhsgL6FmUD,0.0828,1,0.448,-9.487,0,Monkey - Remastered,35,30/10/1987,0.0459,97.062
0.49,1987,0.00123,['U2'],0.234,238896,0.902,0,6sPhFkiaV0HNM7daKybHpe,1.00E-05,3,0.957,-7.353,0,I Will Follow - Live,41,3/3/1987,0.0581,140.236
0.175,1987,0.00078,['U2'],0.51,328100,0.719,0,10ZF1VmBc8t5IA7kj57PKD,0.131,1,0.992,-9.275,1,With Or Without You - Live,43,3/3/1987,0.0314,111.083
0.863,1987,0.0704,['Grateful Dead'],0.629,337676,0.715,0,2T2bhluy0slS4CZIMiAvYE,1.80E-06,4,0.428,-10.905,1,Hell in a Bucket - 2013 Remaster,30,1987,0.0346,134.406
0.739,1987,0.0633,['Descendents'],0.378,81267,0.738,0,0eDc197F5458sCXioVf2PJ,0.74,11,0.585,-13.966,1,I Don't Want To Grow Up,34,1987,0.0376,101.064
0.282,1987,0.158,"[""Guns N' Roses""]",0.459,219933,0.97,0,7HhpBQ9IHG8McbLOLXpAK0,0.00483,8,0.476,-6.16,1,My Michelle,39,29/7/1987,0.0583,103.505
0.762,1987,0.577,['Michael Jackson'],0.859,246133,0.934,0,3MayfpbIgeGye2ilwK3LII,1.56E-05,11,0.627,-3.08,0,Just Good Friends - 2012 Remaster,40,31/8/1987,0.107,118.888
0.305,1987,0.00141,['King Diamond'],0.365,274200,0.919,0,1pDpvnIe3mCWjYx0m2Cnni,0.772,0,0.401,-11.116,1,A Mansion in Darkness,37,1987,0.0697,134.571
0.611,1987,0.674,"[""Jane's Addiction""]",0.483,325291,0.739,0,235s3YXmK3PiT4ALbl8cSF,0,9,0.618,-11.218,1,Sympathy,32,1/1/1987,0.0752,118.76
0.658,1987,0.0426,['The Cure'],0.384,320907,0.913,0,0rxwAlMPozO5s7twIpJq0T,0.000401,9,0.569,-5.455,0,All I Want - 2006 Remaster,29,25/5/1987,0.0493,120.251
0.756,1988,0.0287,['Guy'],0.809,273760,0.645,0,52S4QPlEwa8qkiC2jr6CGp,0,1,0.444,-14.134,1,Groove Me,41,1988,0.0791,107.92
0.113,1988,0.00887,['Pink Floyd'],0.303,376693,0.78,0,1ZBfMHYRpikRyO7ty9xXBd,0.745,4,0.594,-15.47,1,One of These Days - Live,38,22/11/1988,0.208,128.907
0.47,1988,0.00377,['2 LIVE CREW'],0.858,206640,0.725,1,5MRiXE9QnF164S55OfijVI,0.00032,7,0.923,-9.483,1,Move Somethin',32,21/3/1988,0.129,125.86
0.724,1988,0.225,['Little Feat'],0.488,533667,0.674,0,0HqEoqXs2e6j4jcV0AsQ1H,0.00156,9,0.728,-8.366,1,"Dixie Chicken - Live at the Rainbow Theatre, London, UK, 8/3/1977",31,2/2/1988,0.0497,146.566
0.363,1988,0.337,['REO Speedwagon'],0.321,350600,0.949,0,6am8EogpQ7lGzaovRt68oG,0.00072,7,0.719,-8.274,1,Ridin' the Storm Out - Live,31,1988,0.0715,141.753
0.234,1988,0.00012,['Death Angel'],0.295,208147,0.925,0,21whloemotjEi7Uy7wV51E,0.000377,11,0.444,-5.567,0,Bored,35,1988,0.136,147.12
0.259,1988,0.0338,['QueensrÃ¿che'],0.551,263560,0.991,0,3p9GbXMy1f9Efhdfj0QNBG,2.06E-05,2,0.429,-2.642,0,I Don't Believe In Love - Remastered 2003,37,1988,0.0962,117.98
0.833,1988,0.182,['Tuff Crew'],0.944,271333,0.805,0,0shIrYpCMWM0721jBuT7iV,0,6,0.468,-9.578,0,My Part of Town,34,1988,0.327,113.993
0.733,1988,0.176,"['Lee ""Scratch"" Perry']",0.676,471360,0.77,0,11rkUMmEsekXm9CU6ToqQi,0.000153,5,0.433,-8.728,1,Disco Devil,42,11/4/1988,0.261,78.083
0.349,1988,0.0482,['Pink Floyd'],0.368,316507,0.758,0,1ibpQFoKoawNqgJaXaVR3k,0.0121,9,0.872,-14.947,1,Time - Live,37,22/11/1988,0.0966,129.328
0.462,1988,5.41E-05,"[""Guns N' Roses""]",0.442,200600,0.888,1,7I2Q7AQqVInZYwOoDHZGOf,0.853,10,0.933,-8.82,0,Reckless Life - Live,31,1/1/1988,0.0663,108.024
0.115,1988,0.000142,['Metallica'],0.173,490505,0.975,1,1npRzHqYjXPLJ9L9UkpUTA,0.0595,11,0.989,-5.902,0,Fade to Black (Live - Seattle '89),30,7/9/1988,0.186,156.553
0.469,1988,0.149,['Fat Boys'],0.676,274573,0.853,1,215a487cWg712oYGW6465s,2.02E-05,11,0.596,-10.799,1,Are You Ready For Freddy,32,1/1/1988,0.103,92.973
0.887,1988,0.3,['Little Feat'],0.618,268667,0.711,0,5fBzkUKERnBWtjGAQUpsP6,0.0194,0,0.658,-7.192,1,"Old Folks' Boogie - Live at the Rainbow Theatre, London, UK, 8/4/1977",30,2/2/1988,0.027,87.569
0.069,1988,1.79E-05,['Metallica'],0.257,406524,0.99,1,4APyuHxnKf6DcPWzFEJ40y,0.0785,9,0.952,-5.817,1,Welcome Home (Sanitarium) (Live - Seattle '89),30,7/9/1988,0.2,116.602
0.0747,1988,2.96E-05,['Metallica'],0.334,370584,0.987,1,1qK8CAZFt2mM7i1VX5qYjg,0.00362,11,0.784,-5.805,1,Harvester of Sorrow (Live - Seattle '89),30,7/9/1988,0.116,96.425
0.0645,1988,4.20E-06,['Metallica'],0.301,470380,0.993,1,4EcsR2fMms1TXY44F1Yz6v,0.428,11,0.839,-5.877,1,Creeping Death (Live - Seattle '89),30,7/9/1988,0.172,115.143
0.297,1989,0.000873,['Exodus'],0.348,295053,0.987,0,0dlTfl8E5uOoULYGNJD0a8,0.895,1,0.823,-5.8,1,Fabulous Disaster,38,1989,0.141,104.964
0.88,1989,0.411,['Lou Reed'],0.55,190333,0.706,0,6tM8cMX9S4AyRd5sDDrzhN,0.146,9,0.788,-13.069,1,Romeo Had Juliette,40,10/1/1989,0.0573,131.077
0.394,1989,0.0202,['Alice Cooper'],0.414,231173,0.975,0,5upt9rusOPs3OKuHYdDh94,0.00103,0,0.492,-4.596,0,Spark in the Dark,42,25/7/1989,0.101,134.477
0.48,1989,0.00722,['The Canton Spirituals'],0.508,182360,0.667,0,3dKbBseZWH8vjq2H0kUL5l,1.50E-06,9,0.729,-9.918,1,I'm Coming Lord,30,14/4/1989,0.0448,97.444
0.285,1989,0.0118,['Fugazi'],0.24,150467,0.989,0,5cwA1kFTS1l5BCzKigByg0,0.737,11,0.48,-4.304,1,Margin Walker,35,1989,0.142,146.438
0.434,1989,0.283,['Eric Clapton'],0.559,308747,0.862,0,0MSBMSfQzkfG5jq8e4vTE1,0.00106,7,0.546,-7.819,1,Bad Love,41,7/11/1989,0.0514,124.596
0.723,1989,0.105,['Delbert McClinton'],0.628,244000,0.786,0,57gJcaQLpyyxs6gQBhezI0,0.00037,2,0.935,-14.232,1,Standing On Shaky Ground,33,1989,0.0333,97.425
0.945,1989,0.588,['Frankie Ruiz'],0.514,290507,0.906,0,6i5XQQrIfyY8nwJ43xEWLk,0,8,0.53,-3.258,1,Me Dejo,32,1/1/1989,0.0415,106.242
0.516,1989,0.0629,['Grupo Mandingo'],0.353,210092,0.76,0,4nTqdHBbPdvV4FfrbzsH0N,1.86E-06,7,0.406,-9.032,1,No Compro Amores,33,5/4/1989,0.103,169.219
0.966,1989,0.00235,['Operation Ivy'],0.223,125573,0.8,0,783RuwtbSBY81dJbtfaMYU,0.000874,5,0.412,-4.333,1,Junkie's Runnin' Dry - 2007 Remaster,32,1989,0.0433,73.178
0.539,1989,0.156,['Queen'],0.477,301360,0.651,0,55ZMyYbRQRYjcNWceCL5oT,0,1,0.554,-6.021,1,The Miracle - Remastered 2011,31,22/5/1989,0.027,92.14
0.227,1989,0.000126,['Nirvana'],0.24,270173,0.934,0,4FoVw6Nqavw4lfnwCmH4BT,0.0158,2,0.726,-7.815,1,Blew (Live at Pine Street Theatre),34,15/6/1989,0.139,140.127
0.608,1989,0.00423,['Nine Inch Nails'],0.744,345427,0.937,0,3Au8B4hO8P9NGHUW7ile5X,0.207,10,0.552,-6.161,0,Ringfinger,32,20/10/1989,0.072,113.067
0.883,1989,0.0269,['The D.O.C.'],0.752,246507,0.756,0,3rUVrxExy58koSwc7mn5JW,0,7,0.638,-7.244,1,D.O.C. AND THE DOCTOR,31,1989,0.285,163.285
0.48,1990,0.52,['InspiraciÃ²n'],0.306,230027,0.627,0,4mM9MYayjcm3KibuCp2P72,3.77E-06,0,0.744,-11.771,0,Gozate Delante del SeÃ±or,38,15/6/1990,0.0641,148.875
0.723,1990,0.192,['Rocky Orchestra'],0.591,289533,0.806,0,3bBpDYd23FgiYSGmqaZVv7,0.817,9,0.482,-7.056,0,Gonna Fly Now,32,20/6/1990,0.0289,94.043
0.642,1990,0.107,['N.W.A.'],0.721,358640,0.829,1,6gsa0PPWBjsHTqtOIPsba2,0,11,0.402,-9.178,1,Sa Prize (Part 2),37,14/8/1990,0.47,100.139
0.222,1990,0.134,['Phil Collins'],0.523,393147,0.716,0,0izmGVy9X7JVY3Eh44s84B,0.000243,0,0.988,-7.113,1,In the Air Tonight - Live from the Serious Tour 1990; 2019 Remaster,45,15/7/1990,0.0431,98.619
0.397,1990,0.128,['Germain y sus Angeles Negros'],0.359,191503,0.623,0,2v3TBezQc3FIWnWCUjXqhc,0.00109,2,0.7,-7.519,0,Murio la Flor,42,1/3/1990,0.0312,92.107
0.551,1990,0.00271,['Fields Of The Nephilim'],0.211,181467,0.648,0,2bdlaYYLaXJIguKSSS63Lz,0.495,9,0.578,-14.982,0,For Her Light,40,1990,0.0387,158.921
0.784,1991,0.101,['Another Bad Creation'],0.788,249836,0.774,0,0e3dpXiKdTHRNXZHdfM2JM,0,6,0.94,-11.399,1,Playground,34,1991,0.111,110.491
0.18,1991,0.39,['Hole'],0.12,88514,0.798,0,1uzefoW8jYXUr4GGDUmPUM,0.0027,9,0.593,-9.415,1,Pretty On The Inside,37,1/1/1991,0.0581,205.706
0.771,1991,0.199,['James Brown'],0.867,458933,0.656,0,0vGuHXYkeghN45pz0SND3k,0.00018,6,0.793,-9.854,1,The Payback,33,1991,0.257,97.943
0.508,1991,0.0256,['Bryan Adams'],0.537,269133,0.88,0,6O83X8zjAETDfBkHYvpWcA,0,9,0.467,-6.873,1,Can't Stop This Thing We Started,35,24/9/1991,0.0404,113.045
0.3,1991,0.00511,['Alice Cooper'],0.47,273933,0.939,0,7gvFV0ndhy4s79EZSGIFXe,0.00102,7,0.51,-7.782,0,Hey Stoopid,45,2/7/1991,0.0599,129.896
0.539,1991,0.0674,['Tom Petty and the Heartbreakers'],0.442,221000,0.873,0,3m8w70z3xjmSjpc30Bn2T2,2.40E-05,4,0.925,-7.436,1,Out In The Cold,36,1/1/1991,0.0501,148.484
0.652,1991,0.0205,['DJ Quik'],0.77,251173,0.812,1,6KMoKU9mRNthObqYAMrXnD,0,7,0.461,-5.247,1,Jus Lyke Compton,34,1991,0.146,94.661
0.785,1991,0.498,['Bob Marley & The Wailers'],0.633,432600,0.751,0,4ADEd6pwcJqYMqMv5HV4Yl,0.000264,6,0.833,-8.555,0,"I Shot The Sheriff - Live At The Lyceum, London, 1975",35,4/2/1991,0.0537,87.992
0.754,1991,0.11,['Michael McDonald'],0.605,325067,0.618,0,2y2gD3tRyGycwyqqId7hp9,3.40E-05,1,0.632,-13.021,1,Lonely Teardrops,40,25/10/1991,0.118,150.835
0.448,1991,0.00101,['Pixies'],0.608,180867,0.685,1,1awOrbCnB720JvXYCY2Lmg,0.000516,5,0.758,-9.938,0,U-Mass,38,23/9/1991,0.0394,106.935
0.727,1991,0.324,['B.B. King'],0.497,293240,0.79,0,6FuZyu29n5GukcBYjbbIHd,2.96E-05,8,0.973,-10.756,1,When Love Comes To Town,42,1/1/1991,0.129,153.815
0.622,1992,0.00132,['Poison Clan'],0.789,204573,0.753,1,3RNlTNO1OzaZis1yLpo8yc,5.71E-06,11,0.924,-11.275,0,Shake Whatcha Mama Gave Ya',35,18/3/1992,0.274,135.65
0.599,1992,0.17,['Eric Clapton'],0.59,208693,0.816,0,6nYnjk9PeOKXyDmRtACgWo,0.00447,0,0.871,-8.66,1,"San Francisco Bay Blues - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",45,25/8/1992,0.0591,81.19
0.743,1992,0.0103,['Jon Secada'],0.662,239267,0.891,0,3u5e3ovyvQLoauwUzWezvX,3.64E-06,3,0.634,-7.245,1,Do You Believe In Us,41,1/1/1992,0.0349,107.75
0.0671,1992,0.000774,['AC/DC'],0.255,395227,0.973,0,4f5V6rbtGt67AWtNGRS9vx,0.0388,4,0.728,-5.579,1,Thunderstruck - Live - 1991,46,27/10/1992,0.257,135.116
0.732,1992,0.0264,['Green Day'],0.212,138200,0.977,0,4vHnMqufOeVi4Q9Xl3kho8,2.22E-05,1,0.684,-4.049,1,One of My Lies,38,17/1/1992,0.157,190.381
0.683,1992,0.000261,['Megadeth'],0.61,281893,0.951,1,6HyVffzF6uXt9NHMgEkQpJ,0.0744,0,0.664,-5.557,1,Psychotron,41,14/7/1992,0.0519,128.536
0.668,1992,0.706,"['Dr. Dre', 'Jewell', 'Rage', 'Kevin Lewis']",0.553,64000,0.916,1,5LxGbG31P2GBGMXMPfUb2Q,0,6,0.462,-13.121,1,The Doctor's Office,39,15/12/1992,0.721,75.243
0.331,1992,0.000155,['Megadeth'],0.293,254773,0.95,1,3hUTwUiS7H79Po2hnErd8H,0.0271,4,0.488,-4.899,0,Captive Honour,41,14/7/1992,0.122,182.532
0.706,1992,0.0252,['Green Day'],0.197,150133,0.992,0,3cAt6iKCDl6S3HuRUgmrmR,0.00162,11,0.411,-3.595,1,One for the Razorbacks,37,17/1/1992,0.193,196.245
0.277,1992,0.509,['Queen'],0.238,350573,0.934,0,0Y6UsWQoQjdRyPZrbFkeqY,7.56E-05,0,0.901,-3.946,0,Bohemian Rhapsody - Live at Wembley '86,34,26/5/1992,0.132,149.686
0.861,1992,0.0126,['Stevie Ray Vaughan'],0.478,362173,0.853,0,7K2evZmB0mWrZNO8qnXfYI,0.015,5,0.568,-8.815,1,"All Your Love I Miss Loving - Live at Steamboat 1874, Austin, TX - April 1980",37,6/10/1992,0.0591,129.855
0.569,1992,0.033,['Beastie Boys'],0.283,108501,0.923,0,5Io6erQEbeMrDwpLClYLuF,0.77,11,0.496,-10.73,0,Time For Livin' - Remastered 2009,38,21/4/1992,0.0341,106.266
0.621,1992,0.0662,['Insane Clown Posse'],0.944,295333,0.624,1,0LDGEnGr6Apm4nsIfjyLhE,0,11,0.662,-13.166,0,The Juggla,34,18/10/1992,0.539,110.987
0.821,1992,0.141,['NOFX'],0.518,124027,0.813,0,3IWxhcxfOIUN25f4HryRfJ,0,0,0.742,-10.939,1,The Longest Line,41,1992,0.0564,173.473
0.426,1992,0.000585,['AC/DC'],0.471,266533,0.984,0,5dvfYJR8yXaO9SHtqJWeL5,0.000739,9,0.95,-4.211,1,Back In Black - Live - 1991,47,27/10/1992,0.0795,96.542
0.54,1992,0.493,['Steppenwolf'],0.451,242973,0.653,0,54RmVI3i4V9WlMsvciMB4s,0.000253,9,0.573,-14.27,1,It's Never Too Late,39,1/1/1992,0.0433,78.064
0.372,1993,0.1,['Enigma'],0.531,369773,0.682,0,4aqm3AXpo7MI7qET8ZURxD,0.000528,3,0.453,-14.591,0,Silent Warrior,45,1/1/1993,0.064,170.018
0.198,1993,0.088,"['Depeche Mode', 'Alan Wilder', 'Steve Lyon']",0.526,260547,0.896,0,6TfEHtZ0ob5BEwXfbaOQ7A,0.0958,8,0.462,-9.038,1,Mercy in You - 2006 Remaster,37,22/3/1993,0.0718,96.581
0.405,1993,0.0141,['Big Head Todd and The Monsters'],0.525,370467,0.728,0,3gUFcAz4TdQ2vA5CaNNw5e,0.000211,9,0.695,-7.758,1,Circle,35,23/2/1993,0.0381,152.022
0.658,1993,0.0488,['Morphine'],0.354,206200,0.748,0,5x5mOPCNYpaBvTdPpYtDLP,0.664,4,0.425,-12.082,0,Thursday,41,1993,0.0807,177.019
0.278,1993,2.26E-05,['Butthole Surfers'],0.29,183467,0.912,1,4BW55ofrMAaJ05qkgwHxED,0.231,4,0.775,-7.38,1,Goofy's Concern,38,1/1/1993,0.0563,171.93
0.376,1993,0.0598,['Bruce Springsteen'],0.454,267227,0.909,0,52d6CvA7C0NwPmMwN8fHki,0,2,0.984,-6.008,1,"Better Days - Live at Warner Hollywood Studios, Los Angeles, CA - September 1992",46,12/4/1993,0.134,120.407
0.235,1993,0.00226,['Bad Religion'],0.184,161547,0.994,0,29UzZipBctdph1OIIGVzrS,0,7,0.418,-3.954,1,Kerosene,41,21/9/1993,0.11,157.095
0.813,1993,0.774,['TotÃ³ La Momposina'],0.488,247307,0.718,0,5STDVTFO7ziu4LDaaRCx2n,0,10,0.687,-9.128,0,El Pescador,49,1993,0.112,170.74
0.0617,1993,0.751,['Jeff Foxworthy'],0.469,162933,0.825,0,17WqUtKiNn8byGhHCEP5c7,0,4,0.843,-12.66,1,You Might Be a Redneck If...,34,15/6/1993,0.941,167.683
0.0469,1993,0.00029,['Metallica'],0.223,447773,0.953,0,4hhU32QuGlRshHRE8wXEgw,0.525,4,0.611,-6.617,0,Enter Sandman (Live in Mexico City),35,23/11/1993,0.115,133.322
0.08,1994,0.000194,['Nine Inch Nails'],0.522,296400,0.974,1,0KIwLmhPmSJNHWJjCRBhd9,0.39,7,0.513,-6.415,1,Ruiner,43,8/3/1994,0.0708,116.672
0.703,1994,0.018,['Ween'],0.517,180267,0.658,0,5D3YvQoLyTTXqoQ5epOkKE,0.0119,4,0.486,-11.298,0,Take Me Away,37,1994,0.0425,77.536
0.745,1994,0.434,['Bootsy Collins'],0.804,339373,0.866,0,5js0eS99CZbJpbZW6A9T95,7.84E-06,1,0.732,-8.829,0,Bootzilla,39,1994,0.104,103.643
0.0215,1994,0.016,['Darkthrone'],0.267,369760,1,1,2JIRtFAIUkd86PQD12Hm7r,0.447,4,0.45,-4.92,0,Transilvanian Hunger - Studio,46,17/2/1994,0.135,138.616
0.575,1994,0.00229,['The Offspring'],0.302,197600,0.832,0,0w2LsbjiI6W0GWmSP4iGiy,0,5,0.432,-7.596,0,Something to Believe In,44,8/4/1994,0.0579,158.938
0.0805,1994,0.362,['Yanni'],0.518,530907,0.613,0,5VfZuYPz9Ux87e6rDE4GqO,0.126,0,0.945,-11.208,0,Acroyali / Standing In Motion - Live,45,21/2/1994,0.0449,104.847
0.903,1994,0.252,['Steve Goodman'],0.695,171293,0.601,0,7bwLJXvQyP8IXropz0X0hy,0,0,0.502,-9.902,1,Go Cubs Go,37,15/9/1994,0.0375,99.75
0.16,1994,0.0152,['Oasis'],0.0839,308280,0.929,0,7HHNKKfD9oNshMTyklBeWu,0.197,4,0.718,-2.682,1,Shakermaker - Remastered,51,1994,0.0732,191.894
0.501,1994,0.393,['Yanni'],0.423,466733,0.717,0,3bv2UOKpJNbschLAVXjvIr,0.000328,4,0.965,-10.699,0,Within Attraction - Live,44,21/2/1994,0.0659,167.975
0.291,1994,0.355,['Method Man'],0.491,236960,0.671,1,0UFvjRP6DXppM5lcVEsNgj,1.02E-05,6,0.517,-9.514,1,Tical,39,15/11/1994,0.271,169.775
0.401,1994,6.91E-05,['MÃ¶tley CrÃ¼e'],0.52,312427,0.964,0,2GJtagPDf6jlsmnab1WtxU,0.18,0,0.657,-6.351,1,Power To The Music,42,1994,0.0554,141.193
0.486,1994,0.191,['Phish'],0.307,282173,0.866,0,1sWDu9CrvMIxCtL8FcqxE4,5.64E-05,7,0.885,-8.893,1,Julius,35,8/3/1994,0.0833,178.332
0.343,1994,0.00278,['Bad Religion'],0.406,158907,0.994,0,5cySEdHrutJQq3lw2Y0lqP,1.44E-05,11,0.429,-7.878,1,Better Off Dead,42,30/8/1994,0.069,151.005
0.716,1994,0.72,['Eagles'],0.599,207987,0.691,0,7D6RG4ZxxrELfhAn0Uecx2,0.0056,7,0.98,-11.135,1,"Tequila Sunrise - Live On MTV, 1994",45,8/11/1994,0.0403,107.034
0.54,1995,0.086,['Insane Clown Posse'],0.735,308667,0.849,0,67Mkz2r0HhzR43q69WBWYk,0.0163,2,0.435,-7.441,1,Cemetery Girl,38,25/1/1995,0.3,162.903
0.582,1995,0.0142,['Insane Clown Posse'],0.753,307293,0.782,0,41z2h5ZsCPNq594X3Atyw6,2.58E-05,2,0.633,-6.508,1,The Show Must Go On,38,25/1/1995,0.497,164.66
0.62,1995,0.0146,['No Doubt'],0.412,333000,0.862,0,46g6lMl5cKrP82uTD623jB,4.60E-05,11,0.479,-6.737,0,Tragic Kingdom,37,10/10/1995,0.0559,152.022
0.52,1995,0.0698,['Michael Jackson'],0.868,289333,0.943,0,5Bw9bAHGaykCFLP0VyqNbJ,9.34E-06,1,0.401,-3.85,1,2 Bad,47,16/6/1995,0.249,103.962
0.876,1995,0.317,['Bone Thugs-N-Harmony'],0.71,172213,0.83,1,7oJhV5PdsWfxDemcTZ33ch,0,2,0.644,-8.32,1,Die Die Die,37,25/7/1995,0.515,86.157
0.737,1995,0.0282,['Travis Tritt'],0.3,180573,0.978,0,7GHKWFhkzylvtc4SdwmoRs,0.000482,7,0.763,-6.019,1,T-R-O-U-B-L-E,36,1995,0.0521,179.245
0.437,1995,0.828,['Kausion'],0.604,59233,0.781,1,3rccNdX4L9KK7rxpjPlfW7,0,1,0.825,-10.43,0,Grand Theft Auto (Intro),35,10/10/1995,0.782,44.9
0.826,1995,0.0515,"['N-Trance', 'Ricardo Da Force']",0.805,245907,0.863,0,7pcjhiKODADooP7IFPgetr,0.000427,6,0.98,-7.853,0,Stayin' Alive,49,11/9/1995,0.0771,106.787
0.368,1995,0.0147,['The Smashing Pumpkins'],0.231,225840,0.801,1,0i5zjBavIn1LsTsh9oh54d,0.874,7,0.605,-11.485,0,Tales Of A Scorched Earth - Remastered 2012,41,1995,0.0695,127.486
